1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
93.6,85.6,86.8,86,86.8,89.5,94.2,93.5,103.7,102.3,111.8,115.1,109.5,118.8,105.2,118.9,117.6,124.3,119.7,122.9,123.8,124.6,125.5,124.7,126.1,118.2,116,123.8,124.3,124.8,119.2,125.8,125.4,129.1,130.2,123.6,129.8
