1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
107.4,104.8,103.4,103.7,104.8,105.1,110,110,114.5,120,127.9,130.5,140.3,136.4,132.5,136.4,139,135.9,133.3,135.8,137.9,138.4,143,147,147.4,143.3,145.3,141.7,132.2,132.6,132,131,133.1,132.1,135,131.4,134.5
